Guid	Model Id	Rotation X	Rotation Y	Rotation Z	Position X	Position Y	Position Z	Name Id	Texture Alias	Model File Name	Name
100000001228	582	-0.8022858	0	0.5969402	-2724.121	0.03999999	-35.54081	0		robgoblin_f_basic_tutorial.adr	
100000001229	4097	-0.7334941	0	0.6796957	-562.2723	-45.42957	-1255.674	0		mkt_boombox_headbanger_01.adr	
100000001230	444	0.002157697	0	0.9999977	-369.7331	-84.94401	2360.977	0		human_m_tcg_rick_garfield.agr	
100000001231	3318	-0.2012072	0	-0.97954863	-357.4514	-87.58431	2386.795	0		human_f_vampiresuit.agr	
100000001232	4213	-0.5698651	0	0.8217383	-464.4805	-56.77909	2575.063	0		human_f_guildmaster_fighter.agr	
100000001233	1701	0.78785545	0	0.6158601	-378.7684	-89.99183	2354.657	0		pumpkinprince_m.adr	
100000001234	3886	-0.52525544	0	-0.8509446	-339.1059	-81.11183	2384.191	0		card_critter_chaos.adr	
100000001235	65	0.52719647	0	-0.8497435	-653.8425	-61.73578	2443.448	0		chugawug_m_greenwood_soldier.adr	
100000001236	1062	-0.017134989	0	-0.99985325	-428.05	-62.68964	2370.003	0		bw_boombox_01.adr	
100000001237	91	0.69993436	0	0.7142072	-599.5329	0.3716653	483.9016	0		bear_normal.adr	
100000001238	91	-0.650732	0	0.7593075	-589.6648	0.7836866	465.2735	0		bear_normal.adr	
100000001239	417	0.22228079	0	0.9749827	-629.9294	-7.99306	673.4516	0		duck_f_01.adr	
100000001240	417	0.7519178	0	-0.65925694	-572.8617	-4.047416	579.6593	0		duck_f_01.adr	
100000001241	418	-0.4504001	0	0.8928268	-643.8873	-7.999154	720.3674	0		fish.adr	
100000001242	418	0.4486097	0	-0.8937278	-566.1638	-5.37936	584.6341	0		fish.adr	
100000001243	418	-0.8238354	0	-0.56682914	-557.4752	-5.378	618.5427	0		fish.adr	
100000001244	136	-0.97446436	0	0.22454226	-617.3474	-1.014853	516.1348	0		nannygoat.adr	
100000001245	135	-0.96759886	0	-0.25249264	-615.4409	-1.375056	513.4308	0		billygoat.adr	
100000001246	136	0.901194	0	-0.43341583	-632.6785	-1.864375	515.5777	0		nannygoat.adr	
100000001247	135	0.73628163	0	0.6766753	-618.3505	-1.619257	500.4996	0		billygoat.adr	
100000001248	135	-0.7498541	0	-0.6616032	-615.5773	-1.541445	501.589	0		billygoat.adr	
100000001249	136	0.93875885	0	-0.3445749	-631.3495	-1.624308	498.9492	0		nannygoat.adr	
100000001250	721	-0.452429	0	0.89180046	-575.0222	1.870854	519.5733	0		robgoblin_jester_m.adr	
100000001251	7	0.1359482	0	-0.9907159	-575.5613	1.912072	524.0375	0		humanchild_f_skirtandtunic.adr	
100000001252	482	0.02967699	0	-0.9995595	-565.4152	2.232156	495.2812	0		butterfly_insect.adr	
100000001253	560	0.9993967	0	-0.03473078	-299.0989	29.91124	277.4475	0		hsg_brazier_01.adr	
100000001254	632	-0.9952533	0	0.09731774	-310.1093	33.92647	275.7229	0		sss_human_m_04.agr	
100000001255	237	-0.7741761	0	-0.6329702	-314.0304	35.1596	270.5263	0		human_m_qa_test2.agr	
100000001256	225	-0.80940723	0	-0.5872477	-315.0358	35.01358	269.8022	0		human_m_qa_test.agr	
100000001257	438	0.9842862	0	-0.17658044	-558.6129	2.125165	511.3435	101628		human_m_andrew.agr	Sam Durango
100000001258	548	-0.9266612	0	-0.3758978	-551.7469	2.013304	541.3114	101636		human_f_freestyle_06.agr	Shana Hailglow
100000001259	342	0.99576616	0	-0.09192255	-558.8657	1.820477	540.6795	0		butterfly.adr	
100000001260	735	0.9999323	0	0.011636727	-550.9913	2.747983	528.8223	0		human_seaside_m.adr	
100000001261	6	-0.54855293	0	-0.8361159	-539.0264	-1.541516	652.1529	0		turtle_01.adr	
100000001262	190	0.3648867	0	-0.9310519	-525.9525	1.069583	620.0148	0		robgoblin_f_basic.adr	
100000001263	402	-0.97011817	0	0.24263293	-517.2153	4.321651	632.035	0		squirrel.adr	
100000001267	4181	0.9536347	0	0.30096668	-562.3235	21.26926	795.8464	0		robgoblin_m_elder.adr	
100000001274	784	-0.39208442	0	-0.9199293	-517.9431	-0.4583573	610.2614	100788		human_m_farmhand_02.agr	Mr. Miles
100000001275	9	0.031399533	0	0.9995069	-301.598	9.429533	594.5569	0		humanchild_m_tshirtwithbeltbig.adr	
100000001276	8	0.031085756	0	0.99951667	-301.6655	9.161642	592.824	0		humanchild_m_tshirtwithbaggypants.adr	
100000001277	8	0.20761576	0	0.9782104	-575.1149	-0.5021963	557.8013	0		humanchild_m_tshirtwithbaggypants.adr	
100000001278	14	-0.25094277	0	-0.96800196	-579.3323	-0.6200509	559.2054	101638		chugawug_m_01.adr	Nugglewug
100000001279	221	-0.58007866	0	-0.8145605	-608.2795	-0.3804041	526.6521	0		chugawug_m_02.adr	
100000001280	222	-0.9173991	0	-0.39796853	-606.9625	-0.2928064	524.9543	0		chugawug_f_02.adr	
100000001281	785	0.13295482	0	-0.9911221	-592.3259	1.198214	529.8295	0		human_seaside_f.adr	
100000001282	492	-0.97425765	0	0.22543728	-611.6071	21.44588	1083.849	0		human_f_awesome.agr	
100000001283	552	0.9025474	0	0.4305906	-600.9976	-1.207816	511.2995	101632		human_f_freestyle_11.agr	Tania Timberclaw
100000001288	690	-0.18010482	0	-0.9836474	-837.7932	59.39759	606.3354	0		humanchild_m_swirltrimbig.adr	
100000001289	690	0.99509585	0	-0.09891449	-836.349	57.49322	607.7849	0	2	humanchild_m_swirltrimbig.adr	
100000001290	690	0.99509585	0	-0.09891449	-836.349	57.49322	607.7849	0	3	humanchild_m_swirltrimbig.adr	
100000001291	690	0.9952709	0	-0.09713836	-835.2636	57.45663	607.8186	0		humanchild_m_swirltrimbig.adr	
100000001292	242	-0.6682184	0	-0.74396527	-835.9139	56.90339	608.2863	0		fairychild_m_mohawkshorts.adr	
100000001293	242	0.14039382	0	-0.99009573	-588.4427	-0.5913262	506.4197	0		fairychild_m_mohawkshorts.adr	
100000001294	4	0.14849307	0	-0.9889135	-524.9218	1.09766	620.9789	0	longjohns	robgoblin_m_basic.adr	
100000001295	573	0.37165323	0	-0.9283716	-582.3358	0.4625247	513.2714	101639		fairy_f_freestyle_11.agr	Zanna Sugarzing
100000001296	689	0.031811878	0	-0.9994939	-622.7719	-1.045456	461.6331	0		humanchild_m_shortrobewithglove.adr	
100000001297	91	0.06660077	0	-0.99777967	-610.649	-0.8184795	450.8794	0		bear_normal.adr	
100000001298	889	-0.79085225	0	0.61200714	-553.7405	-1.936604	579.7289	0	blondehair	human_f_sanctuary.adr	
100000001299	889	-0.8048335	0	0.59350073	-590.5269	1.263763	527.812	0	blondehair	human_f_sanctuary.adr	
100000001300	384	0.84136504	0	0.54046726	-593.3567	0.8838156	527.4544	0		fairy_sanctuary_f.adr	
100000001301	398	-0.7504042	0	-0.6609793	-577.2681	2.938606	543.6258	0		fairy_sanctuary_m_01.adr	
100000001302	241	0.55378693	0	0.83265847	-579.9766	3.056351	541.419	0		fairychild_f_pigtailsdress.adr	
100000001303	384	-0.23220445	0	-0.972667	-579.4836	2.77326	544.2228	0	sanctuary_03	fairy_sanctuary_f.adr	
100000001304	7	0.18870528	0	0.9820338	-588.6024	-0.3879966	503.9933	0	indian	humanchild_f_skirtandtunic.adr	
100000001305	780	-0.7822909	0	0.62291336	-610.9514	-1.177866	500.4444	0	greenshirt	human_sanctuary_m.adr	
100000001306	3228	0.9992505	0	0.038709093	-650.8719	7.992667	463.4534	0		billygoat.adr	
100000001307	3228	0.8487907	0	-0.5287291	-647.9234	3.516963	454.088	0		billygoat.adr	
100000001308	312	-0.28878707	0	-0.95739335	-587.1335	-3.748382	598.9432	101637		human_m_freestyle_03.agr	Gus Galewind
100000001309	9	0.22560495	0	0.97421885	-587.012	-0.1798923	503.6358	0	caucasianbrown	humanchild_m_tshirtwithbeltbig.adr	
100000001316	141	-0.8116156	0	0.5841919	-530.4232	-5.380115	576.6918	0	brown	toad.adr	
100000001317	222	0.8172405	0	-0.57629687	-562.0321	2.478197	522.3527	101640	2	chugawug_f_02.adr	Pipagug
100000001318	141	0.99915814	0	-0.04102508	-569.371	-4.767591	611.6528	0	green	toad.adr	
100000001319	417	0.9577958	0	-0.2874496	-562.3776	-3.067609	606.1681	0		duck_f_01.adr	
100000001320	417	0.2656105	0	0.96408045	-599.8956	-3.898028	568.0094	0		duck_f_01.adr	
100000001321	417	0.14752442	0	-0.98905843	-597.4094	-4.585953	577.1574	0		duck_f_01.adr	
100000001322	521	-0.09867317	0	-0.99511987	-577.5714	1.094849	512.7394	390189		sh_bucket_01.adr	Trash Bucket
100000001323	889	0.9690331	0	-0.24693061	-622.8596	-1.166822	460.4016	0		human_f_sanctuary.adr	
100000001324	65	-0.60173166	0	-0.79869837	-363.7008	-83.23142	2400.291	17913		chugawug_m_greenwood_soldier.adr	Lieutenant Snibug
100000001325	189	-0.63147044	0	-0.7754	-468.6469	10.01386	780.4167	46930		robgoblin_m_bruiser.adr	Bubby
100000001326	189	0.97337985	0	0.22919767	-475.6702	9.8823	781.8755	20518	Colander	robgoblin_m_bruiser.adr	Nurble
100000001327	191	-0.3557024	0	0.9345993	-468.6923	9.669079	763.1784	20517		robgoblin_m_mage.adr	Fizzlesticks
100000001328	221	-0.3763313	0	-0.9264852	-453.3362	9.645347	763.5909	0		chugawug_m_02.adr	
100000001329	250	0.39268166	0	-0.9196745	-953.6128	-44.222	-1144.514	0	blacksmith	chugawug_farmer_f.adr	
100000001330	250	-0.40480092	0	-0.91440487	-449.4463	9.647056	762.1766	0		chugawug_farmer_f.adr	
100000001331	49	-0.37915376	0	-0.92533374	-451.3617	9.625236	763.5258	0		fairy_m_02.adr	
100000001332	312	-0.92361575	0	-0.38331956	-447.6378	9.666455	760.1918	0		human_m_freestyle_03.agr	
100000001333	889	0.40128064	0	0.9159552	-454.3286	9.792345	759.9803	0	blackpants	human_f_sanctuary.adr	
100000001334	189	-0.4149503	0	-0.9098441	-448.721	9.611613	765.544	0	Bikini	robgoblin_m_bruiser.adr	
100000001337	1068	-0.43766543	0	-0.8991379	28.73663	38.6836	1078.279	394987		human_m_justin_roderic.agr	Justin Roderic
100000001338	730	-0.36550197	0	0.9308104	-924.4094	-40.93231	-1125.155	0	mask	dwarf_blackspore_thief_m.adr	
100000001339	730	-0.36550197	0	0.9308104	-924.4094	-40.93231	-1125.155	0	mask	dwarf_blackspore_thief_m.adr	
100000001340	1054	-0.36550197	0	0.9308104	-924.4094	-40.93231	-1125.155	0		dwarf_m_blacksporethiefghost.adr	
100000001341	1683	-0.25657797	0	0.96652347	-923.482	-40.83248	-1124.93	0		rocklar_caster_01.adr	
100000001342	1640	-0.22192048	0	0.9750647	-917.7202	-40.12048	-1123.756	0	sunstonebikerthug_bald	dwarf_m_bikerthug.adr	
100000001343	1640	-0.22192048	0	0.9750647	-917.7202	-40.12048	-1123.756	0	sunstonebikerthug_bald	dwarf_m_bikerthug.adr	
100000001344	468	0.4793327	0	-0.87763333	-55.10189	52.0884	1023.669	45362	base_03	fairy_druid_m.adr	Tran
100000001345	1274	-0.29830018	0	0.95447206	-916.8593	-39.97543	-1123.193	0		kt_kart07_body_bbe.adr	
100000001346	1640	-0.2811735	0	0.95965683	-918.976	-40.22343	-1123.334	0	sunstonebikerthug_bald	dwarf_m_bikerthug.adr	
100000001347	456	0.63857514	0	0.7695595	-29.59859	46.14167	1034.98	0	druid-03	fairy_druid_f.adr	
100000001348	456	-0.7711926	0	-0.63660187	4.587904	36.73312	1029.046	45453	druid-02	fairy_druid_f.adr	Amaryllia Rosewing
100000001349	24	-0.9509426	0	-0.30936697	-921.4789	-38.81363	-1112.844	0	hatwcapri	humanelder_f_generic.adr	
100000001350	24	-0.9526241	0	-0.30415013	-921.6208	-38.82896	-1112.876	0	hatwcapri	humanelder_f_generic.adr	
100000001351	739	-0.9101111	0	-0.41436434	-922.7737	-38.40334	-1110.203	0		troll_f.adr	
100000001353	167	0.8570161	0	-0.5152898	12.68913	39.02594	1017.335	101736		troll_peasant_02.adr	Scrump
100000001354	456	-0.39540648	0	-0.9185062	20.93959	38.86706	1022.161	45413	druid-02	fairy_druid_f.adr	Halle Belleflower
100000001355	546	-0.98812807	0	-0.15363245	26.08574	38.86296	1018.653	116859		human_f_freestyle_04.agr	Ilona
100000001356	468	-0.69810945	0	0.71599096	26.69295	38.95781	1010.215	78662		fairy_druid_m.adr	Vidor Stormshroud
100000001357	570	-0.8576976	0	0.5141545	28.20976	38.946	1012.691	90241		fairy_f_freestyle_08.agr	Twiggi Truespirit
100000001358	4507	0.99184424	0	-0.12745592	11.31826	40.11949	1070.619	5102205		fairy_m_merchant_brawler_caucasian_spark.agr	McMann
100000001359	468	0.8629632	0	-0.5052668	11.56501	39.78357	1073.33	90244		fairy_druid_m.adr	Perci Perriweather
100000001360	468	0.8158175	0	0.5783095	26.56971	38.82322	1056.313	0	base_02	fairy_druid_m.adr	
100000001361	456	-0.9845172	0	0.17528796	29.30462	38.83421	1056.7	0		fairy_druid_f.adr	
100000001362	456	0.38513902	0	0.92285854	-11.25835	40.06144	1078.096	45411	druid-02	fairy_druid_f.adr	Nora Greenthumb
100000001363	555	0.990218	0	0.13952908	-18.13561	40.24817	1089.647	141257		human_m_freestyle_09.agr	Kosha
100000001364	456	-0.9414228	0	0.33722854	10.10124	40.44814	1107.249	429542		fairy_druid_f.adr	Medora
100000001365	2120	-0.9581603	0	-0.2862319	50.9135	39.91299	1088.643	427711		human_m_pirate_02.agr	Commodore Kraken
100000001366	456	-0.95131665	0	-0.30821514	70.28369	40.28225	1048.467	45365		fairy_druid_f.adr	Leeli Luckvine
100000001367	468	0.13614205	0	0.9906893	76.80183	37.12386	1068.771	45399	base_02	fairy_druid_m.adr	Emil Jadefish
100000001368	468	-0.45641446	0	-0.8897673	103.3843	39.21041	1070.199	390884	base_04	fairy_druid_m.adr	Puck Petalplucker
100000001371	468	0.41765225	0	-0.908607	126.0816	37.78462	1035.708	45324	base_02	fairy_druid_m.adr	Edvard Leafsnipper
100000001374	384	0.3495052	0	0.93693435	65.75804	40.24934	1048.013	0	sanctuary_02	fairy_sanctuary_f.adr	
100000001375	456	0.42022178	0	0.90742147	114.701	38.02086	1023.541	45328	druid-02	fairy_druid_f.adr	Delia Lillyleaf
100000001376	456	0.8270579	0	-0.5621166	153.4232	44.12729	1084.099	45339	druid-02	fairy_druid_f.adr	Cella Cedarnook
100000001377	3284	-0.9250828	0	-0.37976536	161.372	45.17687	1070.691	0	snow	wolf_generic.adr	
100000001378	471	-0.56423324	0	0.8256155	164.7053	46.85412	1064.533	0		cray_arctic_swamp.adr	
100000001379	471	-0.5209435	0	0.8535911	167.2949	51.8422	1047.883	0		cray_arctic_swamp.adr	
100000001380	403	-0.20059599	0	-0.9796741	112.9729	40.53798	1096.181	0		rabbit.adr	
100000001381	135	-0.92447585	0	-0.38124055	181.8795	59.87696	1100.156	0		billygoat.adr	
100000001382	136	-0.9988764	0	0.047391787	182.5699	60.19011	1098.473	0		nannygoat.adr	
100000001383	403	-0.87256527	0	0.48849756	80.09048	40.73687	1036.588	0		rabbit.adr	
100000001384	456	0.4959892	0	0.86832875	85.8818	41.48749	1024.913	428592		fairy_druid_f.adr	Chef Safrie
100000001385	4571	0.999036	0	0.043898884	86.7123	41.29838	1019.112	5102510		human_m_merchant_chef_caucasian.agr	Emeril
100000001386	4520	0.49432558	0	0.86927676	80.50021	41.58374	1024.679	5102297		fairy_f_merchant_medic_african_mayfly.agr	Zaan
100000001389	514	-0.98662275	0	0.16302016	38.02916	39.00784	1014.264	389081		dog_large_dalmation.adr	Dot
100000001390	1759	-0.9974949	0	0.0707387	-905.1862	-40.92144	-1160.046	0	trex-spots	tyrannosaurus_m.adr	
100000001391	1759	-0.99870217	0	0.050932143	-905.9701	-41.56275	-1162.391	0	trex-spots	tyrannosaurus_m.adr	
100000001392	1759	0.36021927	0	0.93286765	34.97258	38.95781	1004.21	420571		tyrannosaurus_m.adr	Zax
100000001393	364	-0.7903616	0	0.6126406	31.7115	38.95781	1009.207	100674	lightmark	dog_small_fluffy.adr	Rascal
100000001396	1760	-0.9847044	0	-0.17423356	-904.1508	-39.24911	-1151.315	0	711-P	triceratops_m_basic.adr	
100000001397	1760	-0.7115136	0	-0.70267236	42.09756	39.14381	1014.167	4560		triceratops_m_basic.adr	Iggy
100000001398	540	-0.9011838	0	0.43343723	15.34604	38.97823	1016.461	101358	calico	cat_longhair.adr	Scrump's Cat
100000001399	456	0.0374256	0	0.9992994	70.70306	39.64582	1110.526	77767	druid-02	fairy_druid_f.adr	Daphne
100000001400	540	0.79633945	0	-0.60485	69.38171	39.9034	1112.078	0	tabby	cat_longhair.adr	
100000001401	468	0.04938249	0	-0.99877995	103.6987	41.80754	1118.083	45419	base_02	fairy_druid_m.adr	Mort Scuttlestone
100000001402	468	-0.8111411	0	-0.58485055	114.527	42.78651	1120.254	77547	base_02	fairy_druid_m.adr	Truant Druid
100000001403	571	0.1496142	0	-0.98874444	45.26652	39.60086	1125.303	45420		fairy_f_freestyle_09.agr	Rena Mistmender
100000001404	309	0.8221332	0	0.5692951	46.90639	39.60086	1135.447	382885		sg_gametable_01.adr	Checkers & Chess
100000001405	468	0.6937728	0	-0.720194	45.53782	39.60086	1136.738	0	base_04	fairy_druid_m.adr	
100000001406	468	-0.9996923	0	-0.024804318	48.39058	39.60088	1135.961	0		fairy_druid_m.adr	
100000001407	468	-0.8748132	0	-0.48446038	131.8092	53.69024	1140.557	45415	base_02	fairy_druid_m.adr	Darbin Southpaw
100000001408	418	0.15757024	0	0.98750776	-939.2877	-47.69727	-1220.383	0		fish.adr	
100000001409	468	-0.9182429	0	0.39601752	58.24406	49.70721	1166.588	77547	base_02	fairy_druid_m.adr	Truant Druid
100000001411	456	-0.7850521	0	0.6194297	42.25243	49.65373	1172.678	45418	druid-02	fairy_druid_f.adr	Vera
100000001412	456	0.8346889	0	-0.55072176	39.28317	49.65956	1174.412	45417	druid-03	fairy_druid_f.adr	Kari
100000001413	456	-0.62800145	0	0.77821213	33.33221	50.00784	1187.174	0	druid-02	fairy_druid_f.adr	
100000001414	456	0.6390027	0	-0.76920456	31.06141	50.01709	1189.721	382907	druid-02	fairy_druid_f.adr	Liza Lemongrass
100000001415	468	0.81991124	0	-0.57249063	110.2193	61.59019	1163.146	45435	base_04	fairy_druid_m.adr	Kail
100000001416	468	-0.8857748	0	0.46411517	115.3259	61.69836	1160.439	45436		fairy_druid_m.adr	Khord
100000001417	468	-0.86254454	0	0.5059812	138.098	61.54029	1156.942	77547	base_02	fairy_druid_m.adr	Truant Druid
100000001418	456	0.58425176	0	-0.81157243	167.7586	61.02569	1170.491	0	druid-02	fairy_druid_f.adr	
100000001419	456	-0.042609077	0	0.99909174	174.4429	61.23919	1170.948	45429	druid-02	fairy_druid_f.adr	Suni Sorrowsmile
100000001421	468	-0.3781966	0	0.92572534	177.5696	61.03636	1171.067	91750		fairy_druid_m.adr	Keldon
100000001422	468	0.86544424	0	-0.50100523	186.3183	61.14104	1171.44	45405	base_04	fairy_druid_m.adr	Erid Torridwick
100000001423	468	-0.9999722	0	0.007451516	183.5759	61.60933	1192.794	45358	base_02	fairy_druid_m.adr	Phyll Chlorowing
100000001424	83	-0.9982893	0	-0.058467105	183.3471	61.45855	1194.297	91619		sh_barrel_01.adr	Power Source
100000001425	468	-0.11011234	0	0.9939192	185.4727	60.16476	1239.572	0		fairy_druid_m.adr	
100000001426	340	-0.517275	0	-0.8558193	76.22441	61.77683	1199.034	104027		sg_mailbox_group_01.adr	Shrouded Glade Postboxes
100000001427	4542	0.5638178	0	0.8258992	71.63571	60.98365	1186.682	5102424		human_m_merchant_postman_caucasian.agr	Clavin
100000001428	456	0.08784393	0	-0.9961343	72.20549	62.00041	1200.908	45410		fairy_druid_f.adr	Brin Galeglow
100000001429	384	-0.73503745	0	0.67802644	59.90158	61.11494	1212.649	0	sanctuary_02	fairy_sanctuary_f.adr	
100000001430	657	0.70039535	0	-0.71375513	57.45166	60.75404	1214.588	0		fairy_m_freestyle_08.agr	
100000001431	456	0.52798975	0	0.8492508	32.25555	61.54954	1213.919	45382		fairy_druid_f.adr	Nayli
100000001432	309	-0.99063444	0	-0.1365409	30.92395	61.56262	1226.65	382885		sg_gametable_01.adr	Checkers & Chess
100000001433	468	-0.9961191	0	0.08801617	33.04149	61.7317	1226.469	45408	base_02	fairy_druid_m.adr	Dalar
100000001434	456	0.9902033	0	0.1396331	29.38224	61.52669	1226.341	0		fairy_druid_f.adr	
100000001435	468	0.89925915	0	-0.43741634	23.28405	61.00107	1235.662	70771		fairy_druid_m.adr	Fedrick
100000001436	468	0.9983546	0	0.057342272	20.16929	61.1441	1230.149	45356	base_04	fairy_druid_m.adr	Ceard Bauchlog
100000001437	468	0.5085748	0	-0.8610178	26.48143	61.01517	1250.599	440461	base_02	fairy_druid_m.adr	Assistant Headmaster Tov
100000001438	309	-0.94896	0	0.31539667	37.90963	63.10709	1253.726	140736		sg_gametable_01.adr	Hard Garden Defense
100000001439	456	-0.8649195	0	0.5019107	39.42439	62.81716	1252.776	140739		fairy_druid_f.adr	Carolyn
100000001440	468	0.84747005	0	-0.5308432	36.42123	63.02958	1254.476	0	base_03	fairy_druid_m.adr	
100000001441	403	0.13485992	0	-0.99086463	29.18168	60.75784	1331.049	0		rabbit.adr	
100000001442	456	0.91036844	0	0.4137985	121.1079	61.18114	1298.544	45457		fairy_druid_f.adr	Karmen Cloudwisk
100000001443	456	-0.5365338	0	-0.8438789	86.42824	69.00265	1228.324	45360		fairy_druid_f.adr	Tilda Timidleaf
100000001444	456	-0.9991324	0	-0.041647613	85.62197	69.00323	1223.178	0	druid-03	fairy_druid_f.adr	
100000001445	468	0.74647784	0	-0.6654103	83.84147	69.00323	1224.134	0		fairy_druid_m.adr	
100000001446	456	-0.7648725	0	-0.6441816	84.59488	69.00154	1265.582	45397	druid-02	fairy_druid_f.adr	Sera Bella
100000001447	468	0.9921041	0	-0.12541752	131.173	69.00433	1209.458	77547	base_02	fairy_druid_m.adr	Truant Druid
100000001448	468	-0.8047228	0	-0.59365076	134.9327	69.00336	1211.768	45364		fairy_druid_m.adr	Arestol
100000001449	468	0.99894905	0	0.045834284	156.1914	69.00343	1235.628	45427	base_03	fairy_druid_m.adr	Hall Monitor Gord
100000001450	468	0.99904865	0	0.043610226	155.9704	69.00323	1239.037	45424	base_03	fairy_druid_m.adr	Hall Monitor Biff
100000001451	271	0.99295634	0	0.11848029	-947.008	-46.45002	-1176.932	0		invisible_cube.adr	
100000001452	468	-0.9973871	0	-0.0722422	102.6464	69.14909	1251.212	0	base_03	fairy_druid_m.adr	
100000001453	468	0.5393529	0	0.84207976	96.94427	69.10436	1245.478	0	base_02	fairy_druid_m.adr	
100000001454	459	-0.28970435	0	-0.9571162	103.6414	69.12641	1235.769	438740		fairy_archdruid_f.adr	Arch Druid Camellia
100000001455	442	0.45056006	0	-0.89274615	69.5649	62.42685	1201.553	139312		fairy_m_courier_01.agr	Postmaster Lane
100000001456	468	-0.6341909	0	0.77317655	123.7572	37.67032	1034.034	0		fairy_druid_m.adr	
100000001457	47	-0.9808414	0	-0.19480795	154.3513	44.13649	1082.851	45342		penguin_baby_01.adr	Aedon
100000001458	4556	-0.7012783	0	-0.7128876	27.14173	38.6836	1079.914	5102442		human_m_merchant_warrior_caucasian.agr	Tzu
100000001459	970	-0.1661051	0	-0.98610806	-1384.978	-60.73601	944.7325	116525		human_m_seth_mcgrobie.agr	Seth McGrobie
100000001460	51	0.8766696	0	-0.4810929	-1544.612	-56.34423	1025.961	91432		sasquatch_01.adr	Passwind
100000001461	4065	0.7850043	0	-0.61949015	-935.3354	-38.0678	-1107.109	0		dwarf_f_factionleader_hammerfist.agr	
100000001462	4065	-0.68518895	0	0.7283653	-935.7994	-38.0028	-1106.616	0		dwarf_f_factionleader_hammerfist.agr	
100000001463	4053	0.096838236	0	-0.99530005	-935.7619	-38.02927	-1106.821	0		dwarf_f_factionleader_hammerfist.agr	
100000001464	4586	0.9457837	0	0.32479727	-2013.271	-31.7895	883.8088	5102519		fairy_m_merchant_wizard_asian_mantis.agr	Melninster
100000001465	356	0.6519081	0	0.758298	-2011.982	-31.86402	882.155	72450		fairy_f_freestyle_01.agr	Petra
100000001466	567	-0.73304874	0	-0.680176	-2401.651	-29.95279	1068.157	432157		human_f_gypsy.agr	Madam Zelda
100000001467	3375	0.38771197	0	0.9217805	-2147.254	-33.4852	1519.615	0		ball_m_moon.adr	
100000001468	665	-0.13609797	0	0.9906954	-2435.849	-30.05334	1011.536	45305		human_m_ramirez.agr	Ramirez
